,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
26937,0.66,0.491,0.76,0.979,0.058,0.599,0.782,0.817,0.623,0.859
20392,0.618,0.997,0.984,0.307,0.047,0.38,1.0,0.774,0.924,0.803
30432,0.311,0.617,0.674,0.126,0.75,0.041,0.608,0.838,0.293,0.77
28577,0.257,0.327,0.526,0.638,0.728,0.073,0.624,0.941,0.299,0.594
19044,0.377,0.971,0.548,0.615,0.813,0.702,0.702,0.77,0.197,0.077
17319,0.227,0.43420000000000003,0.734,0.377,0.291,0.732,0.637,0.99,0.108,0.946
3308,0.252,0.642,0.091,0.26,0.989,0.829,0.931,0.257,0.592,0.729
20494,0.282,0.08,0.911,0.042,0.999,0.83,0.891,0.321,0.838,0.093
34792,0.493,0.5446,0.343,0.28,0.464,0.382,0.521,0.922,0.346,0.907
24859,0.496,0.5584,0.559,0.46,0.678,0.813,0.86,0.647,0.464,0.702
18505,0.755,0.6526,0.545,0.652,0.339,0.603,0.964,0.984,0.754,0.476
8114,0.903,0.5614,0.207,0.132,0.275,0.529,0.898,0.35,0.148,0.738
27679,0.034,0.4508,0.577,0.669,0.338,0.723,0.617,0.508,0.31,0.523
9053,0.162,0.825,0.875,0.125,0.729,0.562,1.0,0.624,0.401,0.9
3978,0.487,0.754,0.23,0.19,0.117,0.579,0.711,0.735,0.188,0.719
13215,0.061,0.5022,0.506,0.311,0.373,0.032,0.25,0.513,0.296,0.011
37547,0.303,0.789,0.479,0.214,0.047,0.116,0.773,0.983,0.674,0.6
38962,0.324,0.072,0.648,0.637,0.04,0.827,0.457,0.353,0.017,0.038
20158,0.321,0.6254,0.419,0.388,0.246,0.606,0.981,0.74,0.546,0.102
18808,0.27,0.725,0.128,0.403,0.052,0.545,0.159,0.715,0.453,0.422
17554,0.764,0.5652,0.288,0.34,0.516,0.394,0.898,0.029,0.221,0.867
714,0.881,0.42639999999999995,0.772,0.349,0.522,0.167,0.528,0.971,0.512,0.956
3863,0.487,0.5236,0.618,0.829,0.258,0.838,0.62,0.041,0.868,0.183
20734,0.454,0.014,0.52,0.544,0.812,0.674,0.292,0.65,0.835,0.735
18202,0.211,0.4652,0.53,0.184,0.44,0.504,0.388,0.075,0.186,0.548
37705,0.63,0.47939999999999994,0.656,0.603,0.351,0.858,0.055,0.082,0.464,0.525
9811,0.801,0.374,0.229,0.401,0.569,0.251,0.347,0.745,0.087,0.096
6740,0.599,0.508,0.88,0.207,0.458,0.536,0.244,0.911,0.161,0.235
11420,0.876,0.4192,0.331,0.089,0.32,0.053,0.457,0.712,0.599,0.441
5259,0.555,0.334,0.214,0.377,0.139,0.856,0.661,0.803,0.769,0.201
22651,0.004,0.594,0.967,0.701,0.859,0.7,0.81,0.811,0.042,0.452
12530,0.264,0.4492,0.365,0.835,0.609,0.236,0.554,0.612,0.887,0.301
16100,0.45,0.948,0.527,0.666,0.833,0.479,0.157,0.749,0.384,0.904
37645,0.936,0.96,0.455,0.054,0.852,0.867,0.23,0.376,0.847,0.4
31444,0.67,0.647,0.691,0.808,0.189,0.314,0.983,0.109,0.369,0.667
4840,0.164,0.787,0.329,0.59,0.986,0.742,0.765,0.008,0.937,0.622
27119,0.905,0.46560000000000007,0.06,0.516,0.505,0.124,0.267,0.346,0.849,0.134
40443,0.468,0.28900000000000003,0.88,0.489,0.655,0.803,0.776,0.136,0.289,0.224
25126,0.718,0.047,0.578,0.338,0.022,0.748,0.202,0.021,0.043,0.136
5164,0.674,0.146,0.257,0.178,0.185,0.988,0.3,0.536,0.217,0.535
2221,0.475,0.38720000000000004,0.274,0.544,0.487,0.764,0.126,0.854,0.81,0.609
30866,0.992,0.09,0.093,0.747,0.886,0.088,0.456,0.568,0.265,0.287
6538,0.673,0.59,0.593,0.305,0.071,0.018,0.2,0.779,0.879,0.852
39644,0.204,0.622,0.839,0.26,0.753,0.207,0.234,0.718,0.555,0.166
8999,0.135,0.85,0.267,0.287,0.175,0.147,0.187,0.284,0.862,0.086
27273,0.901,0.4040000000000001,0.885,0.346,0.49,0.881,0.934,0.514,0.296,0.085
37252,0.312,0.204,0.489,0.996,0.886,0.825,0.804,0.965,0.906,0.112
6534,0.343,0.40519999999999995,0.294,0.452,0.323,0.448,0.484,0.616,0.946,0.614
25328,0.06,0.6380000000000001,0.653,0.405,0.295,0.487,0.193,0.588,0.085,0.704
19959,0.954,0.5734,0.449,0.302,0.45,0.327,0.867,0.867,0.85,0.597
24609,0.591,0.387,0.675,0.597,0.025,0.979,0.279,0.858,0.721,0.387
25109,0.991,0.937,0.345,0.904,0.833,0.974,0.03,0.693,0.12,0.685
2687,0.776,0.712,0.63,0.103,0.822,0.277,0.712,0.786,0.713,0.047
8704,0.214,0.612,0.858,0.814,0.835,0.121,0.405,0.499,0.89,0.317
13963,0.748,0.338,0.904,0.833,0.015,0.906,0.807,0.535,0.743,0.209
14100,0.284,0.387,0.863,0.56,0.957,0.587,0.273,0.137,0.847,0.3
13592,0.07,0.337,0.412,0.652,0.958,0.757,0.519,0.818,0.636,0.059
22214,0.337,0.622,0.265,0.261,0.459,0.567,0.343,0.706,0.301,0.481
2178,0.073,0.509,0.669,0.67,0.777,0.236,0.962,0.413,0.451,0.253
36431,0.359,0.568,0.547,0.455,0.172,0.011,0.271,0.435,0.815,0.249
32100,0.626,0.355,0.915,0.692,0.757,0.637,0.69,0.389,0.907,0.536
40479,0.516,0.843,0.221,0.341,0.728,0.268,0.772,0.247,0.961,0.315
39397,0.283,0.5357999999999999,0.291,0.775,0.274,0.662,0.944,0.809,0.821,0.477
37474,0.365,0.536,0.538,0.036,0.095,0.677,0.609,0.277,0.204,0.083
39847,0.435,0.39659999999999995,0.506,0.431,0.38,0.171,0.27,0.774,0.965,0.32
1897,0.289,0.754,0.785,0.931,0.939,0.662,0.02,0.305,0.945,0.982
12014,0.221,0.775,0.28,0.02,0.783,0.034,0.453,0.142,0.28,0.93
36273,0.811,0.5628,0.053,0.571,0.22,0.23,0.367,0.802,0.815,0.311
12825,0.624,0.45020000000000004,0.324,0.898,0.673,0.767,0.237,0.328,0.132,0.964
1608,0.213,0.132,0.333,0.722,0.569,0.09,0.032,0.056,0.495,0.068
24349,0.136,0.4606,0.431,0.897,0.316,0.159,0.87,0.806,0.21,0.729
32291,0.887,0.372,0.495,0.552,0.765,0.689,0.854,0.795,0.977,0.177
24465,0.839,0.029,0.729,0.495,0.068,0.743,0.242,0.089,0.162,0.263
29350,0.396,0.6404,0.303,0.313,0.358,0.223,0.902,0.093,0.632,0.926
23094,0.249,0.198,0.262,0.319,0.892,0.114,0.486,0.149,0.959,0.221
19699,0.017,0.44580000000000003,0.034,0.079,0.508,0.34,0.418,0.721,0.499,0.214
11378,0.208,0.947,0.208,0.716,0.931,0.13,0.329,0.167,0.847,0.83
11891,0.265,0.298,0.145,0.502,0.856,0.469,0.436,0.68,0.444,0.047
32925,0.592,0.211,0.414,0.784,0.132,0.483,0.427,0.814,0.525,0.341
27607,0.361,0.314,0.813,0.168,0.983,0.202,0.704,0.359,0.176,0.942
8903,0.962,0.742,0.765,0.054,0.159,0.616,0.482,0.825,0.418,0.014
29773,0.072,0.226,0.962,0.813,0.976,0.73,0.138,0.745,0.939,0.011
27667,0.65,0.5122000000000001,0.773,0.084,0.698,0.993,0.44,0.99,0.204,0.061
33841,0.085,0.48,0.756,0.639,0.366,0.614,0.545,0.115,0.134,0.247
32585,0.425,0.3346,0.181,0.855,0.493,0.244,0.122,0.844,0.722,0.934
24205,0.331,0.487,0.987,0.842,0.105,0.123,0.231,0.325,0.786,0.174
14843,0.508,0.209,0.255,0.9,0.765,0.652,0.937,0.021,0.527,0.439
19704,0.326,0.393,0.291,0.653,0.843,0.23,0.418,0.14,0.999,0.016
5589,0.576,0.6306,0.153,0.202,0.615,0.209,0.809,0.599,0.918,0.993
32718,0.941,0.8586,0.403,0.252,0.665,0.171,0.674,0.044,0.371,0.269
38886,0.237,0.987,0.512,0.505,0.874,0.842,0.407,0.627,0.038,0.724
28293,0.147,0.855,0.769,0.05,0.749,0.44,0.136,0.128,0.598,0.717
6632,0.31,0.4699999999999999,0.547,0.077,0.721,0.733,0.199,0.195,0.337,0.129
10933,0.343,0.692,0.354,0.054,0.193,0.265,0.566,0.162,0.692,0.075
26413,0.297,0.7436,0.312,0.546,0.494,0.529,0.293,0.437,0.524,0.162
34012,0.77,0.5976,0.043,0.39,0.368,0.077,0.363,0.349,0.427,0.639
7747,0.092,0.45380000000000004,0.913,0.116,0.24,0.623,0.43,0.016,0.79,0.586
14783,0.248,0.491,0.373,0.834,0.938,0.847,0.815,0.624,0.559,0.989
27296,0.323,0.391,0.046,0.643,0.179,0.203,0.846,0.33,0.973,0.874
4628,0.049,0.874,0.328,0.402,0.166,0.284,0.806,0.115,0.273,0.954
11147,0.669,0.459,0.817,0.539,0.871,0.005,0.854,0.98,0.55,0.338
29842,0.832,0.471,0.11,0.397,0.353,0.692,0.452,0.599,0.25,0.909
5625,0.965,0.5282,0.71,0.967,0.592,0.63,0.572,0.225,0.949,0.663
9124,0.53,0.5952,0.812,0.889,0.689,0.087,0.456,0.783,0.372,0.494
7106,0.887,0.045,0.994,0.085,0.134,0.072,0.18,0.82,0.717,0.269
9173,0.237,0.877,0.197,0.926,0.844,0.753,0.903,0.793,0.103,0.086
33283,0.117,0.838,0.289,0.812,0.045,0.42,0.404,0.634,0.384,0.467
30037,0.116,0.49779999999999996,0.567,0.011,0.588,0.644,0.326,0.487,0.153,0.062
35393,0.572,0.688,0.894,0.088,0.309,0.761,0.881,0.217,0.094,0.03
30055,0.932,0.649,0.845,0.957,0.924,0.04,0.455,0.224,0.485,0.487
32978,0.381,0.307,0.809,0.501,0.878,0.295,0.909,0.438,0.354,0.899
37134,0.767,0.616,0.052,0.096,0.488,0.583,0.452,0.84,0.174,0.903
24973,0.382,0.049,0.797,0.822,0.928,0.665,0.108,0.653,0.918,0.872
3101,0.511,0.541,0.35,0.707,0.074,0.039,0.315,0.824,0.736,0.868
20066,0.972,0.7094,0.968,0.962,0.564,0.814,0.364,0.07,0.231,0.629
10009,0.858,0.354,0.547,0.221,0.855,0.377,0.099,0.457,0.052,0.158
5517,0.423,0.5324,0.435,0.53,0.49,0.324,0.392,0.773,0.196,0.038
2762,0.189,0.49479999999999996,0.497,0.24,0.251,0.061,0.272,0.765,0.715,0.749
17980,0.811,0.787,0.517,0.085,0.026,0.006,0.912,0.386,0.723,0.643
4807,0.667,0.527,0.791,0.927,0.087,0.217,0.348,0.622,0.019,0.503
30664,0.924,0.384,0.263,0.124,0.898,0.881,0.739,0.046,0.317,0.225
24138,0.041,0.92,0.736,0.272,0.989,0.361,0.86,0.329,0.326,0.151
13643,0.011,0.842,0.648,0.882,0.159,0.638,0.508,0.498,0.433,0.427
21920,0.683,0.373,0.056,0.015,0.35,0.788,0.397,0.343,0.041,0.598
124,0.076,0.5298,0.669,0.136,0.426,0.373,0.92,0.66,0.013,0.297
13841,0.429,0.5304,0.075,0.679,0.722,0.336,0.857,0.103,0.09,0.607
11000,0.675,0.5604,0.801,0.006,0.599,0.04,0.881,0.032,0.731,0.312
10385,0.722,0.568,0.762,0.197,0.791,0.768,0.021,0.152,0.847,0.236
22609,0.088,0.468,0.297,0.129,0.839,0.671,0.63,0.152,0.723,0.53
17484,0.467,0.7264000000000002,0.925,0.714,0.6,0.034,0.358,0.217,0.58,0.777
34444,0.138,0.509,0.106,0.073,0.173,0.978,0.71,0.332,0.773,0.708
24135,0.367,0.215,0.362,0.846,0.977,0.949,0.537,0.368,0.448,0.038
19388,0.794,0.221,0.193,0.916,0.684,0.013,0.824,0.93,0.539,0.892
27440,0.864,0.631,0.833,0.67,0.91,0.298,0.496,0.691,0.689,0.542
2704,0.689,0.4968,0.13,0.539,0.377,0.275,0.336,0.384,0.693,0.977
8759,0.153,0.3242,0.651,0.456,0.442,0.232,0.625,0.551,0.24,0.678
28752,0.596,0.2754,0.361,0.516,0.489,0.433,0.282,0.432,0.257,0.061
8139,0.48,0.5438000000000001,0.714,0.177,0.416,0.125,0.551,0.018,0.484,0.544
14401,0.742,0.4286,0.544,0.468,0.412,0.395,0.426,0.407,0.879,0.937
30812,0.231,0.269,0.019,0.546,0.841,0.243,0.082,0.926,0.164,0.407
9871,0.784,0.5934,0.397,0.326,0.238,0.326,0.431,0.344,0.373,0.014
38150,0.957,0.45840000000000003,0.567,0.274,0.659,0.495,0.19,0.068,0.874,0.697
40171,0.116,0.5122,0.072,0.532,0.375,0.816,0.807,0.16,0.675,0.325
14667,0.835,0.45,0.529,0.592,0.022,0.748,0.298,0.867,0.012,0.302
8096,0.625,0.062,0.303,0.018,0.057,0.342,0.798,0.557,0.374,0.233
32204,0.658,0.48840000000000006,0.059,0.825,0.428,0.369,0.583,0.739,0.434,0.469
29746,0.028,0.506,0.489,0.919,0.754,0.418,0.584,0.748,0.414,0.434
7962,0.243,0.235,0.572,0.654,0.153,0.027,0.449,0.377,0.638,0.024
35619,0.042,0.232,0.175,0.152,0.051,0.858,0.177,0.487,0.45,0.644
38435,0.347,0.304,0.328,0.814,0.722,0.926,0.34,0.977,0.162,0.329
1705,0.867,0.409,0.375,0.196,0.564,0.942,0.875,0.551,0.583,0.731
9434,0.563,0.6454,0.567,0.536,0.306,0.876,0.076,0.032,0.449,0.248
11358,0.2,0.987,0.186,0.008,0.114,0.888,0.854,0.322,0.138,0.214
40166,0.353,0.3934,0.65,0.42,0.239,0.189,0.032,0.701,0.001,0.914
23641,0.231,0.226,0.117,0.787,0.952,0.749,0.605,0.46,0.367,0.947
38124,0.121,0.396,0.568,0.738,0.153,0.289,0.732,0.315,0.329,0.586
39517,0.51,0.2824,0.468,0.354,0.701,0.27,0.423,0.428,0.113,0.958
28950,0.362,0.207,0.744,0.328,0.774,0.335,0.081,0.948,0.378,0.42
38678,0.237,0.734,0.205,0.36,0.904,0.833,0.538,0.167,0.8,0.742
5678,0.881,0.346,0.999,0.433,0.835,0.4,0.357,0.431,0.668,0.145
15617,0.276,0.4466,0.031,0.066,0.377,0.839,0.478,0.42,0.678,0.625
1470,0.159,0.496,0.659,0.656,0.916,0.943,0.831,0.572,0.715,0.877
13812,0.735,0.47940000000000005,0.78,0.636,0.307,0.289,0.861,0.304,0.09,0.389
26278,0.377,0.161,0.02,0.898,0.872,0.477,0.071,0.118,0.657,0.955
31733,0.595,0.3936,0.279,0.331,0.418,0.973,0.463,0.955,0.477,0.86
30861,0.023,0.3532,0.117,0.397,0.53,0.82,0.493,0.875,0.68,0.793
30803,0.923,0.268,0.934,0.043,0.142,0.597,0.445,0.657,0.567,0.021
16591,0.887,0.6013999999999999,0.95,0.179,0.351,0.742,0.505,0.75,0.012,0.291
9212,0.746,0.6804,0.528,0.384,0.346,0.691,0.936,0.478,0.657,0.288
1642,0.075,0.5234,0.566,0.383,0.618,0.235,0.147,0.866,0.343,0.468
38764,0.175,0.791,0.908,0.762,0.835,0.754,0.268,0.44,0.667,0.568
14127,0.685,0.742,0.628,0.344,0.849,0.656,0.914,0.054,0.774,0.439
6052,0.238,0.068,0.969,0.693,0.86,0.211,0.901,0.925,0.1,0.484
10159,0.601,0.875,0.284,0.162,0.128,0.984,0.891,0.654,0.751,0.016
35620,0.118,0.959,0.776,0.651,0.036,0.427,0.875,0.523,0.55,0.307
15413,0.479,0.737,0.767,0.465,0.98,0.441,0.889,0.767,0.552,0.386
3494,0.364,0.5984,0.315,0.346,0.547,0.572,0.516,0.756,0.624,0.157
4320,0.81,0.326,0.07,0.838,0.168,0.404,0.034,0.953,0.518,0.522
39953,0.952,0.6404,0.113,0.753,0.388,0.452,0.136,0.093,0.911,0.377
20562,0.322,0.271,0.865,0.7,0.133,0.062,0.803,0.338,0.511,0.131
22338,0.37,0.43360000000000004,0.038,0.9,0.349,0.694,0.513,0.098,0.268,0.762
29707,0.54,0.2994,0.68,0.273,0.348,0.185,0.436,0.83,0.551,0.59
12980,0.738,0.128,0.562,0.847,0.015,0.259,0.819,0.38,0.692,0.086
29219,0.187,0.501,0.537,0.686,0.211,0.321,0.36,0.9,0.971,0.993
5976,0.873,0.49420000000000003,0.524,0.854,0.478,0.418,0.079,0.823,0.746,0.95
6460,0.119,0.5802,0.384,0.698,0.401,0.01,0.319,0.678,0.653,0.881
19917,0.27,0.49379999999999996,0.777,0.653,0.256,0.969,0.374,0.88,0.896,0.202
10325,0.335,0.0,0.054,0.163,0.126,0.978,0.039,0.056,0.572,0.274
28571,0.378,0.738,0.316,0.705,0.07,0.199,0.112,0.09,0.345,0.551
3426,0.309,0.59,0.616,0.871,0.195,0.375,0.838,0.825,0.874,0.507
20397,0.754,0.047,0.13,0.851,0.781,0.399,0.396,0.381,0.688,0.735
24526,0.136,0.4588,0.526,0.572,0.331,0.925,0.321,0.782,0.046,0.805
27637,0.652,0.102,0.463,0.929,0.789,0.77,0.223,0.412,0.583,0.652
16694,0.002,0.985,0.537,0.722,0.823,0.331,0.56,0.876,0.759,0.001
40682,0.38,0.4346,0.153,0.699,0.481,0.2,0.252,0.026,0.116,0.44
31745,0.806,0.623,0.709,0.054,0.082,0.302,0.947,0.728,0.559,0.307
29816,0.239,0.6035999999999999,0.564,0.246,0.286,0.289,0.446,0.382,0.93,0.339
30945,0.284,0.6841999999999999,0.204,0.106,0.271,0.166,0.989,0.68,0.351,0.042
2088,0.346,0.5116,0.675,0.861,0.287,0.594,0.765,0.296,0.302,0.976
6322,0.602,0.5568000000000001,0.018,0.096,0.61,0.485,0.572,0.892,0.969,0.894
18786,0.237,0.5,0.34,0.093,0.578,0.97,0.803,0.547,0.418,0.809
40556,0.047,0.916,0.858,0.002,0.123,0.738,0.988,0.369,0.827,0.648
40475,0.094,0.526,0.051,0.489,0.141,0.426,0.595,0.445,0.576,0.479
1873,0.597,0.528,0.264,0.78,0.465,0.493,0.266,0.841,0.178,0.533
26923,0.661,0.634,0.768,0.699,0.025,0.066,0.648,0.042,0.288,0.029
8485,0.453,0.5072,0.701,0.025,0.669,0.411,0.368,0.333,0.073,0.47
6120,0.879,0.212,0.246,0.989,0.011,0.925,0.257,0.79,0.659,0.123
8398,0.163,0.5612,0.377,0.303,0.547,0.596,0.558,0.869,0.46,0.916
7459,0.479,0.3416,0.882,0.028,0.459,0.108,0.464,0.268,0.084,0.809
14003,0.463,0.058,0.085,0.226,0.044,0.579,0.955,0.714,0.34,0.411
2485,0.263,0.02,0.088,0.735,0.849,0.96,0.934,0.631,0.408,0.604
29671,0.208,0.108,0.745,0.037,0.778,0.062,0.993,0.097,0.946,0.858
14833,0.78,0.39980000000000004,0.246,0.261,0.599,0.307,0.429,0.273,0.741,0.461
25157,0.517,0.461,0.776,0.136,0.465,0.897,0.792,0.471,0.938,0.798
299,0.803,0.389,0.906,0.47,0.012,0.154,0.697,0.412,0.151,0.233
22857,0.378,0.239,0.46,0.993,0.18,0.191,0.186,0.933,0.153,0.516
31882,0.145,0.4164,0.13,0.315,0.24,0.652,0.677,0.101,0.083,0.579
9904,0.754,0.5452,0.31,0.323,0.703,0.502,0.302,0.049,0.277,0.672
14594,0.997,0.5117999999999999,0.293,0.378,0.604,0.098,0.25,0.46,0.736,0.05
4293,0.412,0.132,0.722,0.433,0.142,0.967,0.633,0.745,0.642,0.631
21361,0.624,0.537,0.263,0.761,0.952,0.979,0.814,0.834,0.554,0.938
16776,0.603,0.586,0.61,0.673,0.516,0.581,0.535,0.353,0.978,0.619
4509,0.344,0.5576,0.362,0.719,0.573,0.127,0.65,0.997,0.287,0.421
19497,0.781,0.6003999999999999,0.822,0.848,0.602,0.404,0.857,0.832,0.578,0.525
6462,0.48,0.394,0.701,0.436,0.104,0.492,0.282,0.674,0.297,0.258
12370,0.55,0.878,0.687,0.394,0.933,0.754,0.111,0.516,0.949,0.638
36733,0.797,0.5918,0.727,0.137,0.226,0.184,0.036,0.946,0.447,0.223
3668,0.944,0.512,0.527,0.874,0.049,0.43,0.499,0.91,0.239,0.197
32604,0.753,0.38820000000000005,0.413,0.132,0.373,0.607,0.253,0.638,0.643,0.362
35194,0.797,0.5838,0.018,0.313,0.36,0.87,0.837,0.737,0.2,0.808
28539,0.553,0.7436,0.457,0.208,0.304,0.486,0.254,0.763,0.879,0.276
20937,0.555,0.554,0.691,0.49,0.638,0.253,0.582,0.332,0.881,0.882
13790,0.782,0.004,0.191,0.696,0.02,0.333,0.975,0.887,0.633,0.0
6947,0.287,0.19,0.524,0.918,0.102,0.218,0.97,0.17,0.587,0.411
5985,0.104,0.383,0.701,0.076,0.616,0.839,0.767,0.848,0.982,0.824
8865,0.873,0.4406,0.369,0.57,0.342,0.094,0.821,0.034,0.824,0.557
22879,0.587,0.072,0.289,0.433,0.077,0.033,0.572,0.96,0.642,0.255
32770,0.017,0.6444000000000001,0.587,0.321,0.719,0.463,0.112,0.462,0.352,0.586
17056,0.618,0.132,0.001,0.378,0.871,0.55,0.72,0.737,0.122,0.067
33562,0.003,0.406,0.551,0.46,0.947,0.61,0.923,0.359,0.214,0.823
19757,0.144,0.612,0.185,0.281,0.746,0.167,0.953,0.383,0.551,0.989
6517,0.247,0.5326000000000001,0.363,0.983,0.29,0.493,0.543,0.657,0.185,0.101
7930,0.039,0.154,0.034,0.362,0.767,0.957,0.301,0.942,0.999,0.733
13693,0.149,0.875,0.802,0.703,0.974,0.608,0.263,0.409,0.898,0.839
31194,0.549,0.386,0.872,0.039,0.447,0.61,0.734,0.411,0.768,0.033
17212,0.403,0.7346,0.535,0.341,0.679,0.81,0.89,0.293,0.845,0.438
19273,0.594,0.48119999999999996,0.276,0.798,0.691,0.274,0.157,0.259,0.369,0.645
36178,0.842,0.5662,0.786,0.502,0.706,0.441,0.758,0.069,0.781,0.911
18650,0.105,0.45220000000000005,0.441,0.394,0.395,0.488,0.302,0.858,0.91,0.533
12241,0.018,0.4558,0.521,0.322,0.474,0.363,0.006,0.246,0.248,0.33
27611,0.998,0.736,0.936,0.344,0.716,0.759,0.616,0.906,0.645,0.319
3482,0.487,0.238,0.365,0.084,0.821,0.792,0.98,0.63,0.886,0.082
6755,0.479,0.7682,0.694,0.385,0.32,0.281,0.834,0.381,0.847,0.366
14525,0.842,0.5953999999999999,0.376,0.771,0.316,0.046,0.407,0.291,0.747,0.789
32292,0.02,0.4888,0.776,0.292,0.706,0.345,0.775,0.923,0.791,0.79
8696,0.147,0.874,0.889,0.354,0.974,0.777,0.925,0.715,0.266,0.683
13981,0.543,0.612,0.464,0.196,0.011,0.72,0.886,0.472,0.088,0.414
39542,0.865,0.943,0.281,0.476,0.201,0.792,0.825,0.467,0.218,0.198
26606,0.463,0.496,0.942,0.11,0.963,0.533,0.749,0.25,0.262,0.814
26154,0.105,0.955,0.325,0.94,0.824,0.012,0.994,0.691,0.226,0.484
20904,0.071,0.738,0.138,0.761,0.062,0.955,0.501,0.974,0.565,0.336
39404,0.695,0.597,0.886,0.639,0.193,0.469,0.957,0.388,0.964,0.147
15516,0.802,0.5376,0.155,0.105,0.534,0.83,0.929,0.116,0.87,0.291
14469,0.382,0.45520000000000005,0.63,0.351,0.561,0.964,0.284,0.301,0.34,0.531
752,0.907,0.24420000000000003,0.483,0.84,0.714,0.313,0.478,0.605,0.161,0.552
17446,0.598,0.544,0.78,0.628,0.194,0.481,0.454,0.82,0.741,0.606
34639,0.335,0.375,0.013,0.225,0.805,0.937,0.8,0.487,0.687,0.972
10572,0.856,0.776,0.72,0.068,0.049,0.648,0.09,0.243,0.55,0.019
10342,0.081,0.516,0.35,0.691,0.245,0.194,0.036,0.683,0.308,0.8
36239,0.541,0.711,0.704,0.113,0.962,0.035,0.318,0.608,0.257,0.713
26141,0.059,0.599,0.011,0.457,0.825,0.466,0.585,0.493,0.511,0.011
40557,0.684,0.534,0.708,0.512,0.33,0.198,0.514,0.161,0.309,0.054
7102,0.454,0.39239999999999997,0.017,0.093,0.236,0.702,0.44,0.238,0.573,0.589
11740,0.337,0.44800000000000006,0.006,0.487,0.445,0.9,0.158,0.655,0.441,0.98
9926,0.149,0.4508,0.939,0.488,0.67,0.699,0.389,0.043,0.721,0.481
4788,0.666,0.984,0.66,0.034,0.966,0.342,0.246,0.29,0.61,0.943
28137,0.071,0.763,0.921,0.061,0.922,0.024,0.068,0.937,0.452,0.951
9805,0.664,0.066,0.863,0.509,0.17,0.258,0.172,0.167,0.682,0.097
38925,0.289,0.368,0.005,0.163,0.875,0.958,0.574,0.833,0.557,0.639
7286,0.791,0.5848,0.889,0.322,0.703,0.492,0.244,0.635,0.39,0.96
612,0.885,0.006,0.877,0.257,0.831,0.679,0.334,0.694,0.615,0.826
9339,0.693,0.5286000000000001,0.212,0.325,0.346,0.4,0.862,0.54,0.414,0.789
23578,0.345,0.006,0.09,0.184,0.972,0.924,0.292,0.52,0.369,0.905
34026,0.825,0.3882,0.455,0.219,0.685,0.332,0.354,0.233,0.008,0.817
11044,0.334,0.6689999999999999,0.53,0.485,0.299,0.736,0.391,0.927,0.94,0.065
25589,0.957,0.7978000000000001,0.84,0.577,0.472,0.46,0.595,0.16,0.527,0.035
10260,0.76,0.509,0.876,0.083,0.891,0.065,0.605,0.09,0.084,0.075
7098,0.429,0.919,0.114,0.938,0.04,0.543,0.44,0.768,0.994,0.009
26878,0.967,0.723,0.868,0.782,0.165,0.632,0.917,0.588,0.759,0.24
12850,0.443,0.5012000000000001,0.778,0.319,0.412,0.369,0.354,0.142,0.614,0.569
32603,0.376,0.99,0.693,0.025,0.735,0.764,0.776,0.85,0.717,0.581
1474,0.018,0.403,0.774,0.892,0.141,0.199,0.997,0.436,0.08,0.193
4277,0.443,0.23560000000000003,0.621,0.47,0.591,0.155,0.742,0.505,0.639,0.937
26314,0.348,0.8577999999999999,0.804,0.583,0.49,0.944,0.399,0.448,0.885,0.569
23417,0.785,0.858,0.275,0.858,0.191,0.978,0.428,0.685,0.73,0.918
31617,0.449,0.593,0.828,0.963,0.811,0.774,0.297,0.432,0.492,0.999
7064,0.335,0.6714,0.355,0.826,0.404,0.545,0.398,0.244,0.607,0.577
3995,0.523,0.102,0.887,0.59,0.943,0.136,0.888,0.292,0.264,0.219
11974,0.997,0.5368,0.916,0.95,0.345,0.214,0.594,0.365,0.429,0.215
20053,0.378,0.35760000000000003,0.656,0.445,0.478,0.255,0.297,0.787,0.539,0.44
25124,0.711,0.259,0.576,0.043,0.079,0.237,0.524,0.095,0.397,0.773
21429,0.415,0.917,0.828,0.583,0.08,0.967,0.686,0.681,0.702,0.044
3552,0.033,0.488,0.046,0.516,0.3,0.94,0.186,0.591,0.786,0.214
10228,0.507,0.46979999999999994,0.645,0.409,0.464,0.659,0.639,0.992,0.872,0.938
10587,0.498,0.6156,0.381,0.51,0.629,0.45,0.801,0.021,0.985,0.513
22330,0.028,0.987,0.585,0.923,0.046,0.277,0.456,0.07,0.415,0.614
40069,0.009,0.4282,0.464,0.854,0.503,0.534,0.726,0.576,0.252,0.694
34617,0.995,0.6168,0.598,0.88,0.609,0.696,0.694,0.218,0.759,0.367
26559,0.032,0.645,0.166,0.008,0.967,0.652,0.509,0.879,0.482,0.664
13632,0.282,0.997,0.489,0.341,0.975,0.428,0.044,0.201,0.391,0.12
30292,0.688,0.126,0.621,0.773,0.08,0.219,0.176,0.568,0.179,0.605
11393,0.364,0.668,0.63,0.975,0.761,0.76,0.107,0.959,0.53,0.172
23502,0.203,0.5818,0.973,0.725,0.499,0.817,0.783,0.444,0.97,0.735
27486,0.969,0.136,0.282,0.288,0.059,0.751,0.97,0.036,0.213,0.073
12806,0.818,0.638,0.054,0.367,0.788,0.423,0.908,0.494,0.604,0.412
13355,0.45,0.574,0.636,0.504,0.164,0.767,0.787,0.429,0.223,0.041
3939,0.704,0.3522,0.505,0.656,0.675,0.162,0.43,0.665,0.869,0.64
