,ln(VOTES/POP),POP,EDUCATION,HOUSES,INCOME,XCOORD
773,-0.478414,9.606024,8.966484,8.643473,,-91340623.0
1219,-0.466741,9.552084,8.840291,8.714239,11.605906,-84388391.0
1126,-0.656186,10.636913,9.695479,9.47662,,-91467886.0
4,-0.700274,10.151519,9.207737,9.240676,,-86566214.0
1595,-0.270676,6.102559,5.620401,5.099866,8.1898,-108261794.0
2311,-0.939566,10.023889,8.999619,8.923191,11.926412,-79362044.0
2973,-0.489656,10.941323,10.275224,9.939434,,-80383296.0
2491,-0.661905,9.706073,8.746398,8.721928,,-98527509.0
1077,-0.405256,9.571017,8.607582,8.618666,11.613042,-92827953.0
837,-0.477733,9.537484,8.979543,8.598404,,-92532090.0
681,-0.525907,10.671046,10.020693,9.664913,,-85903094.0
1715,-0.399537,6.734592,6.059123,5.68358,8.848509,-116269805.0
2352,-0.134102,8.162231,7.590347,7.192182,10.094356,-99004167.0
2617,-0.54663,10.008118,9.436679,8.999496,,-99348662.0
2361,-0.258092,8.502689,7.901377,7.579679,10.391454,-97489808.0
2197,-0.26957,7.334329,6.915723,6.295266,9.513108,-120687486.0
1148,-0.391134,10.454783,9.912695,9.505916,12.51641,-70760141.0
574,-0.462055,9.642967,9.04888,8.759355,11.892334,-87759558.0
50,-0.725125,11.830142,11.205585,10.670744,,-86203795.0
853,-0.551917,9.485317,8.876545,8.429454,,-95314265.0
1982,-0.387935,8.573006,7.946264,7.623642,10.646615,-102365822.0
1823,-0.551933,12.724304,12.185115,11.536788,,-76196101.0
833,-0.488025,11.6142,11.103904,10.546078,,-90622189.0
1115,-0.692153,11.435094,10.649749,10.313277,,-92535963.0
1166,-0.759367,9.812468,9.007857,8.834483,11.835487,-79270271.0
2518,-0.65791,9.933289,9.130972,9.021357,,-94345845.0
1906,-0.551206,10.303639,9.372374,9.346705,,-81222868.0
971,-0.557495,8.958154,7.718241,8.00102,,-86681058.0
2701,-0.39253,7.498316,6.642487,6.572283,9.572828,-100252273.0
399,-0.584821,9.357121,8.283494,8.384576,,-83166242.0
2559,-0.756362,9.581628,8.529714,8.647519,11.653244,-96926304.0
2368,-0.24209,8.248791,7.534763,7.288928,10.189831,-97601540.0
19,-0.680018,10.198431,9.224736,9.266437,,-86453162.0
684,-0.459725,9.534017,8.99094,8.660947,11.774312,-86261468.0
35,-0.918527,10.479736,9.556197,9.487972,12.543512,-86002129.0
2929,-0.164722,7.490529,7.109062,6.499787,9.763881,-117534760.0
524,-0.318583,8.482809,7.946618,7.575072,10.495128,-116448862.0
2455,-0.723436,10.06173,9.233862,9.076695,,-89146594.0
920,-0.551359,9.303466,8.775086,8.431853,,-95727023.0
1841,-0.669743,13.685979,13.199963,12.637875,,-72679044.0
1890,-0.965462,10.097408,9.106312,8.874308,12.042618,-78656475.0
537,-0.365764,9.013108,8.444192,8.061171,11.059771,-114800036.0
1705,-0.517979,9.291828,8.77771,8.283747,,-96223083.0
3033,-0.423788,10.502489,9.825472,9.41132,12.631909,-90707582.0
245,-0.370836,8.57414,8.04687,7.624131,10.719162,-102602452.0
784,-0.447359,9.799459,9.228377,8.869539,11.986037,-91845342.0
1409,-0.479057,9.75771,8.856091,8.838987,,-89822017.0
2537,-0.707436,8.016648,7.132498,6.938284,,-101408540.0
154,-0.705583,8.936693,7.817625,7.835975,,-91241026.0
1686,-0.49955,8.699015,8.093768,7.757051,,-97610610.0
625,-0.399631,10.042728,9.336268,9.137877,12.263199,-89478134.0
2733,-0.714216,9.841719,9.030496,8.898775,,-97652699.0
2984,-0.761906,10.878123,10.059251,9.906533,13.038649,-81113567.0
1346,-0.34509,10.250476,9.7466,9.293578,12.733685,-93534941.0
569,-0.357724,9.424887,8.759512,8.542861,11.631206,-87792386.0
3035,-0.355735,9.48941,8.871365,8.559294,11.687038,-89044233.0
1758,-0.638527,12.604335,12.106954,11.467227,,-106670237.0
1816,-0.652585,10.735766,10.07681,9.643939,,-75668201.0
2065,-0.400267,8.970432,8.33303,8.03722,11.077594,-81453275.0
127,-0.876869,10.582941,9.599812,9.280239,12.560757,-90054475.0
3083,-0.377121,10.825343,10.23405,9.839322,13.120289,-90041620.0
2006,-0.568025,11.263464,10.671858,10.257765,,-84106099.0
980,-0.707143,9.885476,9.130648,8.797548,,-84146026.0
3080,-0.402994,10.326137,9.693445,9.367857,12.490695,-88965700.0
190,-0.788732,9.724899,8.963672,8.434029,11.95267,-121084212.0
1139,-0.454211,9.383117,8.496174,8.438366,11.304794,-92636725.0
992,-0.490568,10.317714,9.682654,9.20924,,-84878616.0
699,-0.45686,9.64924,8.913012,8.703341,11.795085,-85628193.0
606,-0.620418,12.633227,12.156168,11.536828,,-87776595.0
180,-0.431945,8.725994,8.284757,7.726654,10.94212,-120718555.0
301,-0.79113,9.537051,8.669914,8.452975,11.446134,-81806155.0
2544,-0.528319,8.197814,7.212294,7.267525,,-95674455.0
2875,-0.736621,9.815257,8.859789,8.835938,11.866304,-81085048.0
1060,-0.832185,9.63711,8.81433,8.492491,11.773819,-84579540.0
3094,-0.556192,10.785849,10.335724,9.736842,,-104686018.0
2979,-0.665956,10.43179,9.438113,9.362632,,-81938543.0
2565,-0.704667,9.273503,8.419801,8.389814,,-96147950.0
1069,-0.853749,10.879631,10.061004,9.678342,12.984069,-86423856.0
2524,-0.640445,8.022569,7.087574,6.950815,,-102830864.0
2205,-0.503364,10.571009,10.040986,9.526829,,-123307997.0
1243,-0.494421,13.096309,12.521748,12.114308,,-82910155.0
16,-0.659251,10.563388,9.798127,9.596962,,-87796569.0
3086,-0.73315,9.678091,9.147188,8.671115,12.325068,-105548641.0
546,-0.565265,9.47639,8.568076,8.052296,,-111656970.0
658,-0.518757,12.08132,11.496877,11.029958,,-89160603.0
2802,-0.581702,11.471249,10.971022,10.491857,,-77588420.0
2833,-0.657818,9.803833,8.566555,8.825266,,-83128996.0
1504,-0.452048,9.343559,8.750841,8.391857,11.545044,-93546674.0
959,-0.511818,8.761393,7.98956,7.928766,,-89002232.0
2331,-0.756863,6.879356,6.111467,5.298317,8.464214,-99200583.0
797,-0.409019,9.091557,8.5897,8.134761,11.385228,-94202591.0
225,-0.281663,7.64874,6.703188,6.669498,9.332646,-105427953.0
2074,-0.601453,11.437577,10.830105,10.422519,,-82536025.0
1799,-0.766013,10.965522,10.196605,9.667005,12.9749,-73679454.0
2485,-0.917772,10.252982,9.36743,9.145909,12.328405,-95647441.0
3066,-0.325052,9.286931,8.609408,8.35538,11.271529,-91135458.0
2277,-0.51131,11.128409,10.567386,9.966134,,-71621520.0
2085,-0.515229,9.978038,9.448648,9.081029,,-84585647.0
1693,-0.869547,10.92154,10.52774,9.738141,13.303606,-96110088.0
1045,-0.696269,9.813836,9.022323,8.823942,,-85466193.0
469,-0.98118,10.036269,8.937087,9.042868,12.058147,-85182021.0
954,-0.482375,8.173575,7.541152,7.280697,,-95738658.0
3082,-0.400668,11.472916,10.902574,10.390594,13.77956,-88643463.0
2735,-0.694816,8.593599,7.725771,7.569928,,-102824205.0
639,-0.600163,12.119796,11.385081,11.012957,,-89931431.0
2878,-0.659146,8.451908,7.668094,7.342779,,-79521114.0
1218,-0.50799,12.630137,12.019038,11.657839,,-83706606.0
1158,-0.572165,13.114414,12.545501,11.933535,,-76616864.0
1415,-0.417928,9.040382,7.89804,7.986165,10.785249,-88570177.0
2864,-0.714955,10.095966,8.945984,9.067393,,-81533542.0
1527,-0.482717,9.417436,8.699015,8.467372,,-91171216.0
3023,-0.366775,9.336444,8.702012,8.382289,11.439053,-90930812.0
1300,-0.379741,10.165852,9.571436,9.218408,12.410506,-93350258.0
2967,-0.554933,8.711443,7.661056,7.60589,,-80854153.0
1603,-0.501067,8.834337,8.257386,7.731053,,-105028698.0
160,-0.419414,9.656883,9.269081,8.695841,11.905765,-120551793.0
1704,-0.334617,8.317033,7.787797,7.387709,10.358822,-98977427.0
956,-0.532954,9.299815,8.07496,8.379769,,-85281615.0
3017,-0.30152,9.214532,8.543056,8.253748,11.323047,-91752438.0
877,-0.415405,8.507951,8.009031,7.631432,10.56952,-98204928.0
1919,-0.760733,11.02151,10.287457,9.611998,13.187702,-79118108.0
1884,-0.998319,10.549124,9.567105,9.335915,12.555838,-77596413.0
2200,-0.399176,9.729253,9.239414,8.711773,11.941306,-118011272.0
98,-0.826032,10.360121,9.376533,9.154828,12.407478,-90314064.0
2927,-0.607174,8.256867,7.729296,7.237059,,-118508651.0
2557,-0.793785,9.494466,8.492286,8.504108,11.420042,-96931593.0
253,-0.252055,6.361302,6.013715,5.402677,8.650325,-106926879.0
103,-0.672583,10.417837,9.625756,9.325453,,-92335289.0
1445,-0.538131,9.797071,8.837246,8.638525,,-90404960.0
1443,-0.437896,9.490998,8.563313,8.565221,11.404416,-89035413.0
1648,-0.440191,7.877397,7.334982,6.913737,10.012566,-100388095.0
586,-0.5032,10.353129,9.720045,9.435482,,-90213361.0
627,-0.537033,9.263028,8.577159,8.271804,,-88616794.0
1696,-0.663716,9.35738,8.692994,8.225771,,-97140386.0
2101,-0.585572,10.5398,10.091584,9.61019,,-97980893.0
2199,-0.611927,10.629368,10.106755,9.535752,,-118733709.0
403,-0.844695,9.055906,7.931285,7.967627,11.028936,-84909200.0
1154,-0.519122,10.120694,9.461566,9.215527,,-67609990.0
2255,-0.682053,10.123426,9.459386,9.201501,,-77266435.0
1682,-0.524935,9.313529,8.759355,8.357728,,-96135761.0
2056,-0.584014,11.230629,10.781557,10.266741,,-81901405.0
2944,-0.679738,12.760877,12.243277,11.611947,,-122113229.0
452,-0.680661,8.16109,6.954639,7.104144,,-84526148.0
2301,-0.891249,10.625489,9.727883,9.5872,12.742312,-82128543.0
1327,-0.254274,8.984318,8.320448,8.064951,11.077578,-95761281.0
2049,-0.559068,11.353918,10.767664,10.353639,,-82481737.0
880,-0.596741,9.680156,9.062884,8.741616,,-95287808.0
3020,-0.47774,10.472941,9.833709,9.493713,,-91282372.0
623,-0.3798,9.501965,8.946114,8.556606,11.816469,-90741607.0
2393,-0.614869,8.799662,7.625595,7.752765,,-85207162.0
2871,-0.796113,9.638284,8.8663,8.617581,11.806423,-78206974.0
1787,-0.415251,8.523573,7.830823,7.681099,10.467095,-105854078.0
262,-0.448522,9.045819,8.781095,7.729296,11.731402,-106921365.0
1634,-0.411548,8.660601,8.129175,7.742402,10.791626,-98050624.0
1438,-0.646223,10.451436,9.735069,9.353315,,-90851741.0
2198,-0.457633,9.658226,9.140776,8.679992,11.908253,-123758294.0
1969,-0.65947,10.775283,10.107448,9.353575,,-97454195.0
2520,-0.760497,9.427144,8.675734,8.507143,11.8186,-94679441.0
1802,-0.576176,10.436965,9.799293,9.409847,,-74964774.0
640,-0.477467,9.970351,9.14024,9.064505,,-88540789.0
2385,-0.302868,8.826441,8.219326,7.932003,10.811504,-97151173.0
2598,-0.739316,10.072935,9.283591,9.037058,12.336592,-101439033.0
2930,-0.586662,10.39562,9.824336,9.368028,,-119466316.0
1959,-0.347888,10.556542,10.039241,9.461721,12.96153,-100471829.0
488,-0.698335,8.977525,7.880048,7.982758,,-82940983.0
1843,-0.555697,10.419092,9.913834,9.485241,,-76302894.0
1734,-0.525152,11.808338,11.37029,10.75289,,-71086976.0
146,-0.611851,11.127248,10.503395,10.070611,,-94275394.0
1534,-0.520853,9.611396,8.96559,8.734882,,-93990525.0
1986,-0.347834,8.350194,7.551187,7.377759,10.390533,-99978658.0
1369,-0.680788,10.262071,9.222763,9.007734,,-90882087.0
2450,-0.789007,8.536604,7.532088,7.603898,10.620156,-84810033.0
3038,-0.333569,9.38421,8.734077,8.440744,11.44748,-90808375.0
2811,-0.766364,10.131141,9.448412,8.94442,12.480297,-77808543.0
659,-0.403936,10.03745,9.497397,9.083302,12.464827,-89212257.0
1794,-0.606911,11.002316,10.364261,9.977481,,-78679107.0
2511,-0.524223,9.50301,8.734721,8.641709,,-98184677.0
186,-0.502094,11.350265,10.931141,10.333873,,-120727661.0
1147,-0.265289,9.830433,9.412546,8.974112,11.876665,-69525562.0
608,-0.509424,9.478457,8.844769,8.557951,,-87730705.0
2191,-0.546529,11.045909,10.505341,10.023357,,-122526534.0
2799,-0.722049,9.895102,8.757626,9.007367,,-80734321.0
1930,-0.932635,10.998326,10.014447,9.993968,13.130946,-79777045.0
197,-0.561416,12.328945,11.846744,10.965903,,-120025949.0
2327,-0.339904,8.691986,7.892452,7.693482,10.522558,-97883432.0
293,-0.672037,13.597317,13.112551,12.610557,,-80452893.0
766,-0.423595,9.426419,8.924922,8.465479,11.632183,-94932888.0
400,-0.710416,8.871505,7.610853,7.778211,,-83798374.0
122,-0.462486,9.557753,8.641179,8.634087,11.437588,-93712628.0
202,-0.540782,10.266219,9.839482,9.252633,,-122533064.0
835,-0.408026,9.966697,9.165029,8.960339,12.145781,-96177420.0
2294,-0.910171,9.897117,8.748781,8.685585,11.770409,-79376200.0
1439,-0.819132,10.728452,9.825904,9.540291,12.730345,-90947514.0
1733,-0.532587,11.177131,10.687069,10.098479,,-71681074.0
1695,-0.703771,10.195448,9.606159,9.159573,,-103708714.0
3030,-0.256803,7.980366,7.36518,7.107425,10.000251,-88399329.0
1707,-0.404216,8.188689,7.698936,7.307202,10.238959,-98497844.0
3015,-0.230143,9.192278,8.670601,8.323366,11.185365,-91182816.0
1153,-0.407037,9.890453,9.323223,8.973732,11.799855,-69121695.0
1661,-0.470453,9.142597,8.588211,8.1792,,-98784402.0
2432,-0.625183,9.319015,8.504108,8.394347,,-87773093.0
1759,-0.253614,7.531552,6.89467,6.548219,9.454854,-108416545.0
854,-0.501362,8.505728,8.016318,7.583756,,-98684494.0
1589,-0.231187,8.284757,7.82044,7.315218,10.323086,-111921615.0
2267,-0.755545,10.434263,9.872255,9.460243,12.648859,-79272278.0
641,-0.404941,11.757697,11.25475,10.738568,14.180207,-89658017.0
1,-0.650859,10.903347,10.221214,9.965758,,-87754736.0
2160,-0.613786,9.941554,9.044404,9.008102,,-94754786.0
698,-0.500379,9.979754,9.286653,8.95648,,-85437427.0
1636,-0.460752,9.003808,8.357963,7.992607,11.175493,-96788372.0
1291,-0.366367,8.694335,7.895808,7.811973,10.568055,-95379988.0
2956,-0.667299,11.690067,11.028433,10.613344,,-120738899.0
2489,-0.44783,8.546169,7.813996,7.672292,10.84823,-98690961.0
1520,-0.64007,8.908289,8.06809,8.043663,,-91402289.0
1853,-0.457925,9.773436,8.764678,8.864888,11.872479,-81176957.0
1136,-0.474123,9.429958,8.492696,8.372399,,-91312986.0
3000,-0.650507,9.342158,8.442039,8.365207,,-81358358.0
1631,-0.450254,8.101375,7.635304,7.21008,10.16358,-101693797.0
1998,-0.529922,9.764857,9.112617,8.693664,,-98955015.0
663,-0.36202,8.871786,8.353733,7.891705,11.164304,-87307734.0
683,-0.516575,9.46568,8.656259,8.49208,,-85055745.0
1257,-0.441878,9.607639,8.984944,8.726806,11.726463,-86530712.0
317,-0.524099,9.24619,8.261785,8.367532,,-85812332.0
648,-0.479099,9.519955,8.705662,8.564649,,-89256074.0
1434,-0.613249,9.497997,8.546558,8.585599,,-88243310.0
1479,-0.450634,9.016998,8.130648,8.130354,10.834154,-92496886.0
709,-0.507469,10.213176,9.634758,9.286282,,-86262585.0
1282,-0.314513,8.631057,8.013674,7.707962,10.653983,-96413116.0
1768,-0.286017,6.684612,6.037871,5.690359,8.655389,-103816980.0
972,-0.571715,9.21024,8.360071,8.259458,,-87870766.0
2675,-0.533466,10.887456,10.448831,9.903037,,-101900395.0
2680,-0.408362,8.763272,7.750184,7.717351,10.958879,-97168737.0
1306,-0.36291,9.651044,9.042632,8.733272,11.875483,-93293388.0
1400,-0.620667,9.673886,8.970559,8.76873,,-89505388.0
1408,-0.658838,10.208432,9.378309,9.100191,,-90033836.0
2237,-0.768072,11.124258,10.374366,10.008343,13.238748,-79086996.0
1496,-0.846753,10.287014,9.494316,8.955319,12.294344,-93808599.0
2038,-0.620206,9.461799,8.793915,8.517193,,-81092565.0
1529,-0.505818,9.537988,8.773849,8.562358,,-93400524.0
1663,-0.45751,8.453827,7.938089,7.52564,10.554823,-98517751.0
1354,-0.273566,8.290544,7.609367,7.374002,10.377265,-96469935.0
3026,-0.332212,9.805378,9.23708,8.893435,12.065379,-87009973.0
3047,-0.407356,10.972345,10.382234,9.962888,13.248102,-87553328.0
1643,-0.593385,10.157897,9.592469,9.142811,,-96645203.0
1051,-0.661482,8.921458,7.992945,7.933438,,-84356420.0
795,-0.486689,9.53003,8.986447,8.54091,,-91543838.0
2693,-0.582219,7.948032,7.134094,7.021084,,-99354834.0
1597,-0.289865,8.430763,7.88871,7.385851,10.710744,-112219495.0
2604,-0.739662,9.143239,8.174139,8.151333,11.328161,-96576023.0
2729,-0.744284,9.282847,7.977968,8.166784,11.188676,-97598146.0
2625,-0.661141,9.046173,8.34141,8.101678,,-98239911.0
1819,-0.499656,13.797911,13.37351,12.719519,,-73588401.0
1722,-0.650113,7.806289,7.188413,6.65544,,-118403097.0
1183,-0.250161,8.843759,8.567886,7.911691,11.089393,-70703017.0
2572,-0.458128,8.193124,7.220374,7.195937,10.267783,-97425216.0
1059,-0.5771,9.19685,8.05166,8.320448,,-85063566.0
540,-0.400573,9.199178,8.601534,8.244071,11.334612,-114262930.0
1678,-0.532941,8.372861,7.752335,7.348588,,-103012837.0
2796,-0.735935,9.010547,7.805475,8.000685,10.89883,-78525376.0
2990,-0.693462,9.854192,8.935904,8.946114,,-80796399.0
2532,-0.39862,7.654917,6.816736,6.706862,9.755451,-99863987.0
1757,-0.678082,11.013254,10.440069,9.916305,,-74993620.0
1923,-0.878443,8.834919,7.78239,7.810758,10.666744,-76413974.0
95,-0.385275,9.511037,8.667164,8.563695,11.505901,-92695052.0
1020,-0.674822,8.585412,7.358831,7.594381,,-83717726.0
563,-0.405806,10.236023,9.662689,9.25474,12.576798,-89529086.0
2790,-0.772385,8.376781,7.467942,7.275172,10.502214,-79736146.0
863,-0.322871,7.579168,7.20786,6.674561,9.837935,-99817804.0
1484,-0.577458,11.834523,11.235405,10.742011,,-93337281.0
2939,-0.263502,8.845921,8.468843,7.894691,11.212712,-118414206.0
1881,-0.57186,9.770128,8.933005,8.869679,,-80542744.0
1038,-0.794449,8.135933,6.778785,7.232733,9.848133,-83604271.0
206,-0.686361,10.514964,9.925298,9.346269,,-121689128.0
392,-0.949322,10.200996,9.258464,9.183586,12.422518,-84762598.0
2842,-0.682414,9.093357,7.932003,8.095599,,-78884353.0
870,-0.401308,8.119994,7.600402,7.202661,10.313111,-100460052.0
397,-1.000281,9.739497,8.753056,8.687105,11.729125,-84579633.0
2814,-0.850012,10.163811,9.163877,9.171184,12.219921,-79880814.0
2983,-0.450783,9.852405,9.031333,8.911395,11.993176,-82022311.0
1028,-0.615424,10.714684,10.086517,9.722325,,-88716998.0
2690,-0.644388,8.421343,7.620215,7.515889,,-98814685.0
1485,-0.562912,9.101083,8.50593,8.197539,,-93567162.0
2660,-0.627505,9.085797,8.12888,8.207674,,-93746804.0
960,-0.71863,10.105693,9.116359,9.076009,,-85927600.0
1570,-0.200562,7.618742,7.082549,6.732211,9.742556,-105546500.0
2773,-0.559669,10.066031,9.364348,9.024613,,-72908992.0
1895,-0.676604,10.444386,9.631744,9.463897,,-82978472.0
2731,-0.535283,9.334945,8.372861,8.351139,,-98085622.0
2146,-0.581607,8.971194,8.070906,8.044626,,-96326079.0
804,-0.480273,9.575539,8.982436,8.562931,,-91131197.0
1751,-0.480904,12.448517,11.892656,11.575036,,-74250491.0
2454,-0.82407,9.344259,8.258681,8.37263,11.276177,-84641665.0
502,-0.924641,10.148588,9.219003,9.078065,12.207701,-82422077.0
2977,-0.583998,9.521348,8.69081,8.451908,,-80505532.0
779,-0.474612,9.435721,8.817001,8.484463,,-91366843.0
1863,-0.710194,10.853368,9.902937,9.866927,,-81705546.0
200,-0.553505,11.320263,10.870452,10.273567,,-122038133.0
2182,-0.423012,8.661813,8.162801,7.671827,10.960409,-118970858.0
2088,-0.638513,10.723113,10.13931,9.730383,,-81494182.0
2278,-0.898616,9.682779,8.6174,8.711608,11.709405,-82453021.0
1796,-0.596272,11.57742,10.960201,10.529827,,-79412500.0
378,-0.716067,8.450626,7.41216,7.453562,,-82139931.0
2336,-0.535534,9.286375,8.480944,7.844241,,-96973744.0
418,-0.87947,9.932221,8.890686,8.939843,12.028858,-84871583.0
1698,-0.412547,7.998335,7.381502,7.06732,9.845753,-98973058.0
391,-0.890667,9.102421,7.981733,8.094989,11.064683,-83430769.0
2640,-0.393671,6.380123,5.57973,5.442418,8.764678,-98567388.0
1522,-0.438169,8.673,7.872455,7.822845,10.49083,-92444115.0
1162,-0.785457,10.629513,9.910662,9.577134,12.896007,-75950080.0
1495,-0.576859,11.4898,10.770525,10.580607,,-90537308.0
2695,-0.415488,7.698936,7.104965,6.716595,10.414513,-101893135.0
2027,-0.483062,11.067497,10.543946,10.103567,,-82628052.0
1152,-0.463197,10.342033,9.73347,9.380589,12.292833,-69954048.0
1367,-0.511045,9.52464,8.555067,8.545781,,-89580462.0
2568,-0.777457,11.833051,11.209466,10.71246,14.250382,-94858410.0
64,-0.500112,9.298717,8.335192,8.411833,,-88202751.0
2062,-0.606068,9.193906,8.542861,8.259458,,-81850797.0
1180,-0.320164,11.637962,11.353742,10.687435,13.909717,-70250838.0
492,-0.896704,9.628524,8.618847,8.49372,11.595629,-82335415.0
379,-0.918096,11.865053,11.14659,10.654149,14.071093,-81085242.0
2235,-0.708153,10.263572,9.494993,9.258654,,-80222408.0
763,-0.556286,9.434923,8.820847,8.524566,,-92794795.0
2264,-0.731294,10.267262,9.598456,9.262933,,-77253772.0
791,-0.448945,9.468851,8.991936,8.48343,11.751651,-93709227.0
1076,-0.515881,10.519214,9.393328,9.454071,,-92410832.0
878,-0.653126,9.670609,9.09257,8.645586,,-100746062.0
337,-0.5845,13.025368,12.545373,12.053714,,-80437015.0
2767,-0.415906,11.46041,10.968319,10.430049,13.766631,-111917425.0
2343,-0.592617,8.069655,7.246368,6.761573,,-100875318.0
1016,-0.775086,9.906383,8.693329,8.838697,11.700177,-83851784.0
1275,-0.617743,14.317668,13.62854,13.213908,,-83260274.0
455,-0.841426,9.516648,8.387085,8.390723,11.486356,-84194640.0
815,-0.422006,10.306617,9.840654,9.306105,12.657591,-93001746.0
2317,-0.988542,12.199159,11.485061,10.85387,14.366454,-80906595.0
995,-0.566607,8.973985,8.006368,7.961719,,-84535119.0
1981,-0.388744,9.735187,9.020511,8.793612,11.966107,-101278215.0
201,-0.301699,7.750615,7.378384,6.726233,9.993328,-120499150.0
161,-0.595763,9.111955,8.510974,7.985144,,-122235120.0
1579,-0.23743,6.558198,6.113682,5.659482,8.431853,-109167474.0
2777,-0.558515,9.68732,9.010791,8.672315,,-72250933.0
2449,-0.889535,10.507339,9.681094,9.470394,12.663732,-87076364.0
702,-0.604078,10.635519,10.057367,9.702228,,-85860558.0
1500,-0.477093,9.937647,9.259321,9.043223,,-93829670.0
1129,-0.38868,8.627482,7.593878,7.612831,10.5818,-91330432.0
2613,-0.806626,10.222923,9.40714,9.217812,12.445629,-96284033.0
1021,-0.653032,9.154299,7.731931,8.073091,,-83384249.0
1585,-0.361223,10.323546,9.926032,9.307013,12.652792,-112377040.0
1955,-0.095442,6.630683,5.958425,5.686975,9.128154,-103367026.0
2253,-0.794374,12.033349,11.364309,10.980297,14.324757,-75307559.0
34,-0.79521,10.848754,10.124068,9.808902,13.027628,-85304578.0
775,-0.495437,9.482883,8.867568,8.513587,,-95383703.0
2556,-0.734999,9.759733,8.976768,8.702344,11.951097,-98215626.0
1478,-0.532766,9.253879,8.293049,8.317522,,-91498327.0
3003,-0.469679,8.726806,7.945555,7.736744,,-79566944.0
1390,-0.530628,9.051813,7.880048,7.804659,,-90523849.0
2139,-0.518233,8.744807,8.087948,7.871693,,-98541893.0
1363,-0.290841,9.203718,8.507345,8.252967,11.243594,-95863302.0
2945,-0.197413,8.720787,8.501673,7.774015,11.119201,-122973197.0
2612,-0.60653,9.138415,8.008366,8.131825,,-97864268.0
2824,-0.571949,11.804512,11.258807,10.697656,,-77404166.0
2041,-0.654244,9.738908,9.054505,8.781095,,-82475783.0
241,-0.405905,8.422883,7.650645,7.457609,10.411028,-104958585.0
2061,-0.61319,12.928157,12.365241,11.825756,,-84290229.0
2363,-0.461278,9.497622,8.94076,8.416488,11.578254,-103790858.0
600,-0.597659,9.699411,9.096948,8.756053,,-90210057.0
2435,-0.672656,9.180809,8.014336,8.287277,,-81858900.0
1297,-0.323532,9.901636,9.233178,8.932609,11.96337,-95454440.0
2214,-0.619154,12.726312,12.243744,11.666007,,-75105075.0
2888,-0.588467,9.576163,9.194719,8.378621,,-77298227.0
2068,-0.676385,9.949512,9.257606,9.036701,,-82236075.0
646,-0.555769,10.47847,9.904787,9.479451,,-89665903.0
1528,-0.53781,10.377078,9.970492,9.341895,,-94770666.0
2879,-0.788597,9.570459,8.711443,8.480322,11.680886,-82168103.0
1267,-0.5285,11.457635,10.834509,10.518916,,-82668222.0
1899,-0.691457,8.327726,7.280008,7.360104,,-76153167.0
562,-0.380642,8.278682,7.574045,7.376508,10.33754,-90750479.0
3069,-0.258592,9.124891,8.557567,8.193953,11.083895,-91142137.0
2734,-0.758165,9.825904,8.990192,8.885164,11.935752,-95381557.0
3005,-0.72946,9.728956,8.906664,8.693329,,-80231820.0
189,-0.576243,13.258922,12.800807,12.106313,,-121349033.0
1806,-0.650801,10.349231,9.622251,9.271624,,-74309128.0
975,-0.453413,8.295299,7.503841,7.46164,10.331105,-88977492.0
2747,-0.181494,7.789869,7.288928,6.895683,9.811975,-111438826.0
2047,-0.547623,11.91469,11.425579,10.920347,,-81241142.0
2558,-0.748766,9.809561,8.92864,8.834191,11.866107,-96105154.0
1082,-0.387632,9.345658,8.38754,8.409608,11.310271,-93055521.0
474,-0.879531,8.796339,7.554859,7.653969,10.710365,-84758027.0
2904,-0.802518,10.296306,9.412955,8.97866,12.472383,-77392576.0
747,-0.482616,9.620063,8.779557,8.740657,,-86105592.0
2300,-0.94547,12.240426,11.451188,11.135887,14.479304,-82370835.0
21,-0.675547,10.685195,9.74952,9.735424,,-86866896.0
459,-1.024455,9.479986,8.259976,8.523772,11.606798,-84748226.0
1184,-0.446893,13.050173,12.559325,11.811903,15.39702,-70873647.0
2324,-0.169045,7.82963,7.174724,6.889591,9.671871,-98566832.0
955,-0.699206,11.705016,11.011704,10.633208,,-94766174.0
1215,-0.346591,9.825202,9.306922,8.956866,11.973882,-87872002.0
2433,-0.655091,8.82556,7.550135,7.899524,,-85670208.0
2853,-1.111828,9.7925,9.049467,8.298291,11.898623,-77221211.0
1515,-0.46268,9.02389,8.204398,8.127995,11.084616,-91472697.0
2391,-0.73404,9.901786,9.015784,8.880307,12.08115,-86458047.0
769,-0.4446,9.367259,8.9091,8.357259,11.668638,-95623017.0
1685,-0.472531,8.872067,8.425955,7.893572,,-99409499.0
130,-0.566414,8.964823,8.077137,8.033334,,-93302881.0
2919,-0.581829,9.385553,8.90463,8.390723,,-117185020.0
2135,-0.549483,8.580544,7.774015,7.696667,,-97248514.0
1482,-0.464365,9.197154,8.308938,8.32288,11.261652,-91506446.0
330,-0.521677,10.83575,10.351501,9.908923,,-80396904.0
1238,-0.232601,9.21164,8.802673,8.298788,11.466442,-86029820.0
466,-0.714262,9.027379,7.887959,8.080547,,-84464975.0
2169,-0.701345,9.595467,8.983189,8.628377,,-99260057.0
1638,-0.709593,9.319912,8.728426,8.310169,,-96563184.0
3092,-0.477558,8.323366,7.800982,7.26333,,-108443811.0
1095,-0.416309,9.99552,8.808668,8.965973,11.98613,-92412131.0
1130,-0.748275,11.012265,10.1131,9.9476,13.358821,-90837708.0
